Match Gap,Month,Date,Date_Converted,MathType,Season,HomeAway,Team_Name,Team,TeamRanking,Home,Home_Ranking,Away,Away_Ranking,FinalScore,ScoreGoal,GetGoal,Results,PreScoreGoal,PrePreScoreGoal,PreGetGoal,PrePreGetGoal,Ramos_Position,RamosTime,RamosGoal,RamosAss
3,10,2010. 10. 19,"Oct 19, 2010",0,10/11,0,AC Milan,0,0,Real Madrid,Real Madrid,AC Milan,AC Milan,2:0,2,0,0,4,6,1,1,Twisted knee,0,0,0
4,10,2010. 10. 23,"Oct 23, 2010",1,10/11,0,Racing Santander,58,16,Real Madrid,Real Madrid  (1.),Racing Santander,Racing  (16.),6:1,6,1,0,2,4,0,1,Twisted knee,0,0,0
3,10,2010. 10. 26,"Oct 26, 2010",2,10/11,1,Real Murcia CF,63,21,Real Murcia CF,Real Murcia,Real Madrid,Real Madrid,0:0,0,0,1,6,2,1,0,RB,0,0,0
4,10,2010. 10. 30,"Oct 30, 2010",1,10/11,1,Hércules CF,42,13,Hércules CF,Hércules CF  (13.),Real Madrid,Real Madrid  (1.),1:3,3,1,0,0,6,0,1,RB,90,0,0
4,11,2010. 11. 3,"Nov 3, 2010",0,10/11,1,AC Milan,0,0,AC Milan,AC Milan,Real Madrid,Real Madrid,2:2,2,2,1,3,0,1,0,RB,90,0,0
4,11,2010. 11. 7,"Nov 7, 2010",1,10/11,0,Atlético Madrid,9,6,Real Madrid,Real Madrid  (1.),Atlético Madrid,Atlético Madrid  (6.),2:0,2,0,0,2,3,2,1,RB,90,0,0
3,11,2010. 11. 10,"Nov 10, 2010",2,10/11,0,Real Murcia CF,63,21,Real Madrid,Real Madrid,Real Murcia CF,Real Murcia,5:1,5,1,0,2,2,0,2,CB,90,0,0
4,11,2010. 11. 14,"Nov 14, 2010",1,10/11,1,Sporting Gijón,76,13,Sporting Gijón,Sporting Gijón  (13.),Real Madrid,Real Madrid  (1.),0:1,1,0,0,5,2,1,0,RB,90,0,0
6,11,2010. 11. 20,"Nov 20, 2010",1,10/11,0,Athletic Bilbao,8,8,Real Madrid,Real Madrid  (1.),Athletic Bilbao,Athletic  (8.),5:1,5,1,0,1,5,0,1,RB,90,0,0
3,11,2010. 11. 23,"Nov 23, 2010",0,10/11,1,Ajax Amsterdam,3,0,Ajax Amsterdam,Ajax,Real Madrid,Real Madrid,0:4,4,0,0,5,1,1,0,CB,90,1,0
6,11,2010. 11. 29,"Nov 29, 2010",1,10/11,1,FC Barcelona,30,2,FC Barcelona,FC Barcelona  (2.),Real Madrid,Real Madrid  (1.),5:0,0,5,2,4,5,0,1,RB,90,0,0
5,12,2010. 12. 4,"Dec 4, 2010",1,10/11,0,Valencia CF,87,5,Real Madrid,Real Madrid  (2.),Valencia CF,Valencia  (5.),2:0,2,0,0,0,4,5,0,Red card suspension,90,0,0
4,12,2010. 12. 8,"Dec 8, 2010",0,10/11,0,AJ Auxerre,2,0,Real Madrid,Real Madrid,AJ Auxerre,AJ Auxerre,4:0,4,0,0,2,0,0,5,Indirect card suspension,0,0,0
4,12,2010. 12. 12,"Dec 12, 2010",1,10/11,1,Real Zaragoza,67,20,Real Zaragoza,Real Zaragoza  (20.),Real Madrid,Real Madrid  (2.),1:3,3,1,0,4,2,0,0,not in squad,0,0,0
7,12,2010. 12. 19,"Dec 19, 2010",1,10/11,0,Sevilla FC,73,11,Real Madrid,Real Madrid  (2.),Sevilla FC,Sevilla FC  (11.),1:0,1,0,0,3,4,1,0,RB,0,0,0
3,12,2010. 12. 22,"Dec 22, 2010",2,10/11,0,Levante UD,46,21,Real Madrid,Real Madrid,Levante UD,Levante,8:0,8,0,0,1,3,0,1,not in squad,90,0,0
12,1,2011. 1. 3,"Jan 3, 2011",1,10/11,1,Getafe CF,37,7,Getafe CF,Getafe  (7.),Real Madrid,Real Madrid  (2.),2:3,3,2,0,8,1,0,0,CB,0,0,0
3,1,2011. 1. 6,"Jan 6, 2011",2,10/11,1,Levante UD,46,21,Levante UD,Levante,Real Madrid,Real Madrid,2:0,0,2,2,3,8,2,0,on the bench,90,0,0
3,1,2011. 1. 9,"Jan 9, 2011",1,10/11,0,Villarreal CF,89,3,Real Madrid,Real Madrid  (2.),Villarreal CF,Villarreal  (3.),4:2,4,2,0,0,3,2,2,RB,0,0,0
4,1,2011. 1. 13,"Jan 13, 2011",2,10/11,0,Atlético Madrid,9,21,Real Madrid,Real Madrid,Atlético Madrid,Atlético Madrid,3:1,3,1,0,4,0,2,2,CB,90,0,0
3,1,2011. 1. 16,"Jan 16, 2011",1,10/11,1,UD Almería,82,19,UD Almería,UD Almería  (19.),Real Madrid,Real Madrid  (2.),1:1,1,1,1,3,4,1,2,CB,90,1,0
4,1,2011. 1. 20,"Jan 20, 2011",2,10/11,1,Atlético Madrid,9,21,Atlético Madrid,Atlético Madrid,Real Madrid,Real Madrid,0:1,1,0,0,1,3,1,1,RB,90,0,0
3,1,2011. 1. 23,"Jan 23, 2011",1,10/11,0,RCD Mallorca,61,9,Real Madrid,Real Madrid  (2.),RCD Mallorca,RCD Mallorca  (9.),1:0,1,0,0,1,1,0,1,CB,90,0,1
3,1,2011. 1. 26,"Jan 26, 2011",2,10/11,1,Sevilla FC,73,21,Sevilla FC,Sevilla FC,Real Madrid,Real Madrid,0:1,1,0,0,1,1,0,0,RB,90,0,0
4,1,2011. 1. 30,"Jan 30, 2011",1,10/11,1,CA Osasuna,14,17,CA Osasuna,CA Osasuna  (17.),Real Madrid,Real Madrid  (2.),1:0,0,1,2,1,1,0,0,RB,90,0,0
3,2,2011. 2. 2,"Feb 2, 2011",2,10/11,0,Sevilla FC,73,21,Real Madrid,Real Madrid,Sevilla FC,Sevilla FC,2:0,2,0,0,0,1,1,0,RB,90,0,0
4,2,2011. 2. 6,"Feb 6, 2011",1,10/11,0,Real Sociedad,64,9,Real Madrid,Real Madrid  (2.),Real Sociedad,Real Sociedad  (9.),4:1,4,1,0,2,0,0,1,Yellow card suspension,90,0,0
7,2,2011. 2. 13,"Feb 13, 2011",1,10/11,1,RCD Espanyol Barcelona,60,6,RCD Espanyol Barcelona,Espanyol  (6.),Real Madrid,Real Madrid  (2.),0:1,1,0,0,4,2,1,0,,0,0,0
6,2,2011. 2. 19,"Feb 19, 2011",1,10/11,0,Levante UD,46,15,Real Madrid,Real Madrid  (2.),Levante UD,Levante  (15.),2:0,2,0,0,1,4,0,1,RB,3,0,0
3,2,2011. 2. 22,"Feb 22, 2011",0,10/11,1,Olympique Lyon,54,0,Olympique Lyon,Olympique Lyon,Real Madrid,Real Madrid,1:1,1,1,1,2,1,0,0,RB,90,0,0
4,2,2011. 2. 26,"Feb 26, 2011",1,10/11,1,Deportivo de La Coruña,26,13,Deportivo de La Coruña,Dep. La Coruña  (13.),Real Madrid,Real Madrid  (2.),0:0,0,0,1,1,2,1,0,RB,90,0,0
5,3,2011. 3. 3,"Mar 3, 2011",1,10/11,0,Málaga CF,48,19,Real Madrid,Real Madrid  (2.),Málaga CF,Málaga CF  (19.),7:0,7,0,0,0,1,0,1,RB,90,0,0
3,3,2011. 3. 6,"Mar 6, 2011",1,10/11,1,Racing Santander,58,12,Racing Santander,Racing  (12.),Real Madrid,Real Madrid  (2.),1:3,3,1,0,7,0,0,0,RB,90,0,0
6,3,2011. 3. 12,"Mar 12, 2011",1,10/11,0,Hércules CF,42,18,Real Madrid,Real Madrid  (2.),Hércules CF,Hércules CF  (18.),2:0,2,0,0,3,7,1,0,CB,90,0,0
4,3,2011. 3. 16,"Mar 16, 2011",0,10/11,0,Olympique Lyon,54,0,Real Madrid,Real Madrid,Olympique Lyon,Olympique Lyon,3:0,3,0,0,2,3,0,1,RB,90,0,0
3,3,2011. 3. 19,"Mar 19, 2011",1,10/11,1,Atlético Madrid,9,7,Atlético Madrid,Atlético Madrid  (7.),Real Madrid,Real Madrid  (2.),1:2,2,1,0,3,2,0,0,RB,90,0,0
14,4,2011. 4. 2,"Apr 2, 2011",1,10/11,0,Sporting Gijón,76,15,Real Madrid,Real Madrid  (2.),Sporting Gijón,Sporting Gijón  (15.),0:1,0,1,2,2,3,1,0,CB,90,0,0
3,4,2011. 4. 5,"Apr 5, 2011",0,10/11,0,Tottenham Hotspur,81,0,Real Madrid,Real Madrid,Tottenham Hotspur,Spurs,4:0,4,0,0,0,2,1,1,RB,90,0,0
4,4,2011. 4. 9,"Apr 9, 2011",1,10/11,1,Athletic Bilbao,8,5,Athletic Bilbao,Athletic  (5.),Real Madrid,Real Madrid  (2.),0:3,3,0,0,4,0,0,1,RB,90,0,0
4,4,2011. 4. 13,"Apr 13, 2011",0,10/11,1,Tottenham Hotspur,81,0,Tottenham Hotspur,Spurs,Real Madrid,Real Madrid,0:1,1,0,0,3,4,0,0,RB,90,0,0
3,4,2011. 4. 16,"Apr 16, 2011",1,10/11,0,FC Barcelona,30,1,Real Madrid,Real Madrid  (2.),FC Barcelona,FC Barcelona  (1.),1:1,1,1,1,1,3,0,0,RB,57,0,0
4,4,2011. 4. 20,"Apr 20, 2011",2,10/11,1,FC Barcelona,30,21,FC Barcelona,FC Barcelona,Real Madrid,Real Madrid,0:1 AET,1,0,0,1,1,1,0,CB,90,0,0
3,4,2011. 4. 23,"Apr 23, 2011",1,10/11,1,Valencia CF,87,3,Valencia CF,Valencia  (3.),Real Madrid,Real Madrid  (2.),3:6,6,3,0,1,1,0,1,not in squad,120,0,0
4,4,2011. 4. 27,"Apr 27, 2011",0,10/11,0,FC Barcelona,30,0,Real Madrid,Real Madrid,FC Barcelona,FC Barcelona,0:2,0,2,2,6,1,3,0,CB,0,0,0
3,4,2011. 4. 30,"Apr 30, 2011",1,10/11,0,Real Zaragoza,67,16,Real Madrid,Real Madrid  (2.),Real Zaragoza,Real Zaragoza  (16.),2:3,2,3,2,0,6,2,3,RB,90,0,0
3,5,2011. 5. 3,"May 3, 2011",0,10/11,1,FC Barcelona,30,0,FC Barcelona,FC Barcelona,Real Madrid,Real Madrid,1:1,1,1,1,2,0,3,2,Yellow card suspension,90,1,0
4,5,2011. 5. 7,"May 7, 2011",1,10/11,1,Sevilla FC,73,6,Sevilla FC,Sevilla FC  (6.),Real Madrid,Real Madrid  (2.),2:6,6,2,0,1,2,1,3,CB,0,0,0
3,5,2011. 5. 10,"May 10, 2011",1,10/11,0,Getafe CF,37,16,Real Madrid,Real Madrid  (2.),Getafe CF,Getafe  (16.),4:0,4,0,0,6,1,2,1,Yellow card suspension,90,1,0
5,5,2011. 5. 15,"May 15, 2011",1,10/11,1,Villarreal CF,89,4,Villarreal CF,Villarreal  (4.),Real Madrid,Real Madrid  (2.),1:3,3,1,0,4,6,0,2,RB,0,0,0
6,5,2011. 5. 21,"May 21, 2011",1,10/11,0,UD Almería,82,20,Real Madrid,Real Madrid  (2.),UD Almería,UD Almería  (20.),8:1,8,1,0,3,4,1,0,CB,90,0,0
99,8,2011. 8. 28,"Aug 28, 2011",1,11/12,1,Real Zaragoza,67,12,Real Zaragoza,Real Zaragoza  (12.),Real Madrid,Real Madrid  (3.),0:6,6,0,0,8,3,1,1,RB,90,0,2
13,9,2011. 9. 10,"Sep 10, 2011",1,11/12,0,Getafe CF,37,7,Real Madrid,Real Madrid  (1.),Getafe CF,Getafe  (7.),4:2,4,2,0,6,8,0,1,RB,90,0,1
4,9,2011. 9. 14,"Sep 14, 2011",0,11/12,1,GNK Dinamo Zagreb,40,0,GNK Dinamo Zagreb,Dinamo Zagreb,Real Madrid,Real Madrid,0:1,1,0,0,4,6,2,0,RB,90,0,0
4,9,2011. 9. 18,"Sep 18, 2011",1,11/12,1,Levante UD,46,14,Levante UD,Levante  (14.),Real Madrid,Real Madrid  (1.),1:0,0,1,2,1,4,0,2,RB,90,0,0
3,9,2011. 9. 21,"Sep 21, 2011",1,11/12,1,Racing Santander,58,19,Racing Santander,Racing  (19.),Real Madrid,Real Madrid  (4.),0:0,0,0,1,0,1,1,0,on the bench,90,0,0
3,9,2011. 9. 24,"Sep 24, 2011",1,11/12,0,Rayo Vallecano,59,14,Real Madrid,Real Madrid  (5.),Rayo Vallecano,Rayo Vallecano  (14.),6:2,6,2,0,0,0,0,1,RB,0,0,0
3,9,2011. 9. 27,"Sep 27, 2011",0,11/12,0,Ajax Amsterdam,3,0,Real Madrid,Real Madrid,Ajax Amsterdam,Ajax,3:0,3,0,0,6,0,2,0,RB,90,0,1
5,10,2011. 10. 2,"Oct 2, 2011",1,11/12,1,RCD Espanyol Barcelona,60,9,RCD Espanyol Barcelona,Espanyol  (9.),Real Madrid,Real Madrid  (2.),0:4,4,0,0,3,6,0,2,CB,90,0,0
13,10,2011. 10. 15,"Oct 15, 2011",1,11/12,0,Real Betis Balompié,62,7,Real Madrid,Real Madrid  (2.),Real Betis Balompié,Real Betis  (7.),4:1,4,1,0,4,3,0,0,CB,90,0,0
3,10,2011. 10. 18,"Oct 18, 2011",0,11/12,0,Olympique Lyon,54,0,Real Madrid,Real Madrid,Olympique Lyon,Olympique Lyon,4:0,4,0,0,4,4,1,0,CB,90,0,0
4,10,2011. 10. 22,"Oct 22, 2011",1,11/12,1,Málaga CF,48,6,Málaga CF,Málaga CF  (6.),Real Madrid,Real Madrid  (2.),0:4,4,0,0,4,4,0,1,CB,90,1,0
4,10,2011. 10. 26,"Oct 26, 2011",1,11/12,0,Villarreal CF,89,12,Real Madrid,Real Madrid  (1.),Villarreal CF,Villarreal  (12.),3:0,3,0,0,4,4,0,0,CB,90,0,1
3,10,2011. 10. 29,"Oct 29, 2011",1,11/12,1,Real Sociedad,64,17,Real Sociedad,Real Sociedad  (17.),Real Madrid,Real Madrid  (1.),0:1,1,0,0,3,4,0,0,CB,90,0,0
4,11,2011. 11. 2,"Nov 2, 2011",0,11/12,1,Olympique Lyon,54,0,Olympique Lyon,Olympique Lyon,Real Madrid,Real Madrid,0:2,2,0,0,1,3,0,0,CB,90,0,0
4,11,2011. 11. 6,"Nov 6, 2011",1,11/12,0,CA Osasuna,14,9,Real Madrid,Real Madrid  (1.),CA Osasuna,CA Osasuna  (9.),7:1,7,1,0,2,1,0,0,CB,90,0,0
13,11,2011. 11. 19,"Nov 19, 2011",1,11/12,1,Valencia CF,87,3,Valencia CF,Valencia  (3.),Real Madrid,Real Madrid  (1.),2:3,3,2,0,7,2,1,0,CB,90,0,0
3,11,2011. 11. 22,"Nov 22, 2011",0,11/12,0,GNK Dinamo Zagreb,40,0,Real Madrid,Real Madrid,GNK Dinamo Zagreb,Dinamo Zagreb,6:2,6,2,0,3,7,2,1,CB,90,1,0
4,11,2011. 11. 26,"Nov 26, 2011",1,11/12,0,Atlético Madrid,9,7,Real Madrid,Real Madrid  (1.),Atlético Madrid,Atlético Madrid  (7.),4:1,4,1,0,6,3,2,2,CB,45,0,0
7,12,2011. 12. 3,"Dec 3, 2011",1,11/12,1,Sporting Gijón,76,18,Sporting Gijón,Sporting Gijón  (18.),Real Madrid,Real Madrid  (1.),0:3,3,0,0,4,6,1,2,CB,90,0,0
4,12,2011. 12. 7,"Dec 7, 2011",0,11/12,1,Ajax Amsterdam,3,0,Ajax Amsterdam,Ajax,Real Madrid,Real Madrid,0:3,3,0,0,3,4,0,1,not in squad,90,0,0
3,12,2011. 12. 10,"Dec 10, 2011",1,11/12,0,FC Barcelona,30,2,Real Madrid,Real Madrid  (1.),FC Barcelona,FC Barcelona  (2.),1:3,1,3,2,3,3,0,0,CB,0,0,0
3,12,2011. 12. 13,"Dec 13, 2011",2,11/12,1,SD Ponferradina,72,21,SD Ponferradina,Ponferradina,Real Madrid,Real Madrid,0:2,2,0,0,1,3,3,0,CB,90,0,0
4,12,2011. 12. 17,"Dec 17, 2011",1,11/12,1,Sevilla FC,73,5,Sevilla FC,Sevilla FC  (5.),Real Madrid,Real Madrid  (1.),2:6,6,2,0,2,1,0,3,CB,19,0,0
3,12,2011. 12. 20,"Dec 20, 2011",2,11/12,0,SD Ponferradina,72,21,Real Madrid,Real Madrid,SD Ponferradina,Ponferradina,5:1,5,1,0,6,2,2,0,Torn muscle bundle,90,0,0
14,1,2012. 1. 3,"Jan 3, 2012",2,11/12,0,Málaga CF,48,21,Real Madrid,Real Madrid,Málaga CF,Málaga CF,3:2,3,2,0,5,6,1,2,Torn muscle bundle,0,0,0
4,1,2012. 1. 7,"Jan 7, 2012",1,11/12,0,Granada CF,41,14,Real Madrid,Real Madrid  (1.),Granada CF,Granada CF  (14.),5:1,5,1,0,3,5,2,1,CB,0,0,0
3,1,2012. 1. 10,"Jan 10, 2012",2,11/12,1,Málaga CF,48,21,Málaga CF,Málaga CF,Real Madrid,Real Madrid,0:1,1,0,0,5,3,1,2,CB,90,1,0
4,1,2012. 1. 14,"Jan 14, 2012",1,11/12,1,RCD Mallorca,61,13,RCD Mallorca,RCD Mallorca  (13.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,1,5,0,1,CB,90,0,0
4,1,2012. 1. 18,"Jan 18, 2012",2,11/12,0,FC Barcelona,30,21,Real Madrid,Real Madrid,FC Barcelona,FC Barcelona,1:2,1,2,2,2,1,1,0,CB,90,0,0
4,1,2012. 1. 22,"Jan 22, 2012",1,11/12,0,Athletic Bilbao,8,10,Real Madrid,Real Madrid  (1.),Athletic Bilbao,Athletic  (10.),4:1,4,1,0,1,2,2,1,CB,90,0,0
3,1,2012. 1. 25,"Jan 25, 2012",2,11/12,1,FC Barcelona,30,21,FC Barcelona,FC Barcelona,Real Madrid,Real Madrid,2:2,2,2,1,4,1,1,2,CB,90,0,0
3,1,2012. 1. 28,"Jan 28, 2012",1,11/12,0,Real Zaragoza,67,20,Real Madrid,Real Madrid  (1.),Real Zaragoza,Real Zaragoza  (20.),3:1,3,1,0,2,4,2,1,Yellow card suspension,88,0,0
7,2,2012. 2. 4,"Feb 4, 2012",1,11/12,1,Getafe CF,37,8,Getafe CF,Getafe  (8.),Real Madrid,Real Madrid  (1.),0:1,1,0,0,3,2,1,2,CB,0,0,0
8,2,2012. 2. 12,"Feb 12, 2012",1,11/12,0,Levante UD,46,4,Real Madrid,Real Madrid  (1.),Levante UD,Levante  (4.),4:2,4,2,0,1,3,0,1,CB,90,1,0
6,2,2012. 2. 18,"Feb 18, 2012",1,11/12,0,Racing Santander,58,18,Real Madrid,Real Madrid  (1.),Racing Santander,Racing  (18.),4:0,4,0,0,4,1,2,0,RB,90,0,0
3,2,2012. 2. 21,"Feb 21, 2012",0,11/12,1,CSKA Moscow,24,0,CSKA Moscow,CSKA Moscow,Real Madrid,Real Madrid,1:1,1,1,1,4,4,0,2,CB,90,0,0
5,2,2012. 2. 26,"Feb 26, 2012",1,11/12,1,Rayo Vallecano,59,9,Rayo Vallecano,Rayo Vallecano  (9.),Real Madrid,Real Madrid  (1.),0:1,1,0,0,1,4,1,0,CB,90,0,0
7,3,2012. 3. 4,"Mar 4, 2012",1,11/12,0,RCD Espanyol Barcelona,60,10,Real Madrid,Real Madrid  (1.),RCD Espanyol Barcelona,Espanyol  (10.),5:0,5,0,0,1,1,0,1,CB,90,0,0
6,3,2012. 3. 10,"Mar 10, 2012",1,11/12,1,Real Betis Balompié,62,11,Real Betis Balompié,Real Betis  (11.),Real Madrid,Real Madrid  (1.),2:3,3,2,0,5,1,0,0,CB,90,0,0
4,3,2012. 3. 14,"Mar 14, 2012",0,11/12,0,CSKA Moscow,24,0,Real Madrid,Real Madrid,CSKA Moscow,CSKA Moscow,4:1,4,1,0,3,5,2,0,CB,90,0,0
4,3,2012. 3. 18,"Mar 18, 2012",1,11/12,0,Málaga CF,48,4,Real Madrid,Real Madrid  (1.),Málaga CF,Málaga CF  (4.),1:1,1,1,1,4,3,1,2,CB,90,0,1
3,3,2012. 3. 21,"Mar 21, 2012",1,11/12,1,Villarreal CF,89,17,Villarreal CF,Villarreal  (17.),Real Madrid,Real Madrid  (1.),1:1,1,1,1,1,4,1,1,CB,90,0,0
3,3,2012. 3. 24,"Mar 24, 2012",1,11/12,0,Real Sociedad,64,15,Real Madrid,Real Madrid  (1.),Real Sociedad,Real Sociedad  (15.),5:1,5,1,0,1,1,1,1,CB,85,0,0
3,3,2012. 3. 27,"Mar 27, 2012",0,11/12,1,APOEL Nicosia,5,0,APOEL Nicosia,APOEL Nicosia,Real Madrid,Real Madrid,0:3,3,0,0,5,1,1,1,CB,90,0,0
4,3,2012. 3. 31,"Mar 31, 2012",1,11/12,1,CA Osasuna,14,6,CA Osasuna,CA Osasuna  (6.),Real Madrid,Real Madrid  (1.),1:5,5,1,0,3,5,0,1,CB,90,0,0
4,4,2012. 4. 4,"Apr 4, 2012",0,11/12,0,APOEL Nicosia,5,0,Real Madrid,Real Madrid,APOEL Nicosia,APOEL Nicosia,5:2,5,2,0,5,3,1,0,RB,90,0,0
4,4,2012. 4. 8,"Apr 8, 2012",1,11/12,0,Valencia CF,87,3,Real Madrid,Real Madrid  (1.),Valencia CF,Valencia  (3.),0:0,0,0,1,5,5,2,1,Yellow card suspension,90,0,0
3,4,2012. 4. 11,"Apr 11, 2012",1,11/12,1,Atlético Madrid,9,6,Atlético Madrid,Atlético Madrid  (6.),Real Madrid,Real Madrid  (1.),1:4,4,1,0,0,5,0,2,CB,0,0,0
3,4,2012. 4. 14,"Apr 14, 2012",1,11/12,0,Sporting Gijón,76,19,Real Madrid,Real Madrid  (1.),Sporting Gijón,Sporting Gijón  (19.),3:1,3,1,0,4,0,1,0,CB,90,0,0
3,4,2012. 4. 17,"Apr 17, 2012",0,11/12,1,Bayern Munich,11,0,Bayern Munich,Bayern Munich,Real Madrid,Real Madrid,2:1,1,2,2,3,4,1,1,CB,90,0,1
4,4,2012. 4. 21,"Apr 21, 2012",1,11/12,1,FC Barcelona,30,2,FC Barcelona,FC Barcelona  (2.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,1,3,2,1,CB,90,0,0
4,4,2012. 4. 25,"Apr 25, 2012",0,11/12,0,Bayern Munich,11,0,Real Madrid,Real Madrid,Bayern Munich,Bayern Munich,3:4 on pens,3,4,2,2,1,1,2,CB,90,0,0
4,4,2012. 4. 29,"Apr 29, 2012",1,11/12,0,Sevilla FC,73,9,Real Madrid,Real Madrid  (1.),Sevilla FC,Sevilla FC  (9.),3:0,3,0,0,3,2,4,1,CB,120,0,0
3,5,2012. 5. 2,"May 2, 2012",1,11/12,1,Athletic Bilbao,8,7,Athletic Bilbao,Athletic  (7.),Real Madrid,Real Madrid  (1.),0:3,3,0,0,3,3,0,4,CB,90,0,1
3,5,2012. 5. 5,"May 5, 2012",1,11/12,1,Granada CF,41,15,Granada CF,Granada CF  (15.),Real Madrid,Real Madrid  (1.),1:2,2,1,0,3,3,0,0,not in squad,90,0,0
8,5,2012. 5. 13,"May 13, 2012",1,11/12,0,RCD Mallorca,61,7,Real Madrid,Real Madrid  (1.),RCD Mallorca,RCD Mallorca  (7.),4:1,4,1,0,2,3,1,0,CB,0,0,0
98,8,2012. 8. 19,"Aug 19, 2012",1,12/13,0,Valencia CF,87,5,Real Madrid,Real Madrid  (2.),Valencia CF,Valencia  (5.),1:1,1,1,1,4,2,1,1,CB,90,0,0
7,8,2012. 8. 26,"Aug 26, 2012",1,12/13,1,Getafe CF,37,14,Getafe CF,Getafe  (14.),Real Madrid,Real Madrid  (10.),2:1,1,2,2,1,4,1,1,CB,90,0,0
7,9,2012. 9. 2,"Sep 2, 2012",1,12/13,0,Granada CF,41,15,Real Madrid,Real Madrid  (14.),Granada CF,Granada CF  (15.),3:0,3,0,0,1,1,2,1,CB,90,0,0
13,9,2012. 9. 15,"Sep 15, 2012",1,12/13,1,Sevilla FC,73,8,Sevilla FC,Sevilla FC  (8.),Real Madrid,Real Madrid  (9.),1:0,0,1,2,3,1,0,2,CB,90,0,0
3,9,2012. 9. 18,"Sep 18, 2012",0,12/13,0,Manchester City,50,0,Real Madrid,Real Madrid,Manchester City,Man City,3:2,3,2,0,0,3,1,0,on the bench,90,0,0
6,9,2012. 9. 24,"Sep 24, 2012",1,12/13,1,Rayo Vallecano,59,6,Rayo Vallecano,Rayo Vallecano  (6.),Real Madrid,Real Madrid  (12.),0:2,2,0,0,3,0,2,1,CB,0,0,0
6,9,2012. 9. 30,"Sep 30, 2012",1,12/13,0,Deportivo de La Coruña,26,10,Real Madrid,Real Madrid  (7.),Deportivo de La Coruña,Dep. La Coruña  (10.),5:1,5,1,0,2,3,0,2,RB,90,0,0
3,10,2012. 10. 3,"Oct 3, 2012",0,12/13,1,Ajax Amsterdam,3,0,Ajax Amsterdam,Ajax,Real Madrid,Real Madrid,1:4,4,1,0,5,2,1,0,CB,90,0,1
4,10,2012. 10. 7,"Oct 7, 2012",1,12/13,1,FC Barcelona,30,1,FC Barcelona,FC Barcelona  (1.),Real Madrid,Real Madrid  (6.),2:2,2,2,1,4,5,1,1,CB,90,0,0
13,10,2012. 10. 20,"Oct 20, 2012",1,12/13,0,Celta de Vigo,20,12,Real Madrid,Real Madrid  (5.),Celta de Vigo,Celta de Vigo  (12.),2:0,2,0,0,2,4,2,1,RB,90,0,0
4,10,2012. 10. 24,"Oct 24, 2012",0,12/13,1,Borussia Dortmund,12,0,Borussia Dortmund,Bor. Dortmund,Real Madrid,Real Madrid,2:1,1,2,2,2,2,0,2,RB,90,0,0
4,10,2012. 10. 28,"Oct 28, 2012",1,12/13,1,RCD Mallorca,61,8,RCD Mallorca,RCD Mallorca  (8.),Real Madrid,Real Madrid  (4.),0:5,5,0,0,1,2,2,0,RB,90,0,0
3,10,2012. 10. 31,"Oct 31, 2012",2,12/13,1,CD Alcoyano,16,21,CD Alcoyano,CD Alcoyano,Real Madrid,Real Madrid,1:4,4,1,0,5,1,0,2,not in squad,90,0,0
3,11,2012. 11. 3,"Nov 3, 2012",1,12/13,0,Real Zaragoza,67,9,Real Madrid,Real Madrid  (4.),Real Zaragoza,Real Zaragoza  (9.),4:0,4,0,0,4,5,1,0,RB,0,0,0
3,11,2012. 11. 6,"Nov 6, 2012",0,12/13,0,Borussia Dortmund,12,0,Real Madrid,Real Madrid,Borussia Dortmund,Bor. Dortmund,2:2,2,2,1,4,4,0,1,RB,90,0,0
5,11,2012. 11. 11,"Nov 11, 2012",1,12/13,1,Levante UD,46,6,Levante UD,Levante  (6.),Real Madrid,Real Madrid  (3.),1:2,2,1,0,2,4,2,0,CB,90,0,0
6,11,2012. 11. 17,"Nov 17, 2012",1,12/13,0,Athletic Bilbao,8,12,Real Madrid,Real Madrid  (3.),Athletic Bilbao,Athletic  (12.),5:1,5,1,0,2,2,1,2,CB,90,0,0
4,11,2012. 11. 21,"Nov 21, 2012",0,12/13,1,Manchester City,50,0,Manchester City,Man City,Real Madrid,Real Madrid,1:1,1,1,1,5,2,1,1,CB,90,1,0
3,11,2012. 11. 24,"Nov 24, 2012",1,12/13,1,Real Betis Balompié,62,6,Real Betis Balompié,Real Betis  (6.),Real Madrid,Real Madrid  (3.),1:0,0,1,2,1,5,1,1,CB,90,0,0
3,11,2012. 11. 27,"Nov 27, 2012",2,12/13,0,CD Alcoyano,16,21,Real Madrid,Real Madrid,CD Alcoyano,CD Alcoyano,3:0,3,0,0,0,1,1,1,not in squad,90,0,0
4,12,2012. 12. 1,"Dec 1, 2012",1,12/13,0,Atlético Madrid,9,2,Real Madrid,Real Madrid  (3.),Atlético Madrid,Atlético Madrid  (2.),2:0,2,0,0,3,0,0,1,CB,0,0,0
3,12,2012. 12. 4,"Dec 4, 2012",0,12/13,0,Ajax Amsterdam,3,0,Real Madrid,Real Madrid,Ajax Amsterdam,Ajax,4:1,4,1,0,2,3,0,0,not in squad,90,0,0
4,12,2012. 12. 8,"Dec 8, 2012",1,12/13,1,Real Valladolid CF,66,7,Real Valladolid CF,Real Valladolid  (7.),Real Madrid,Real Madrid  (3.),2:3,3,2,0,4,2,1,0,CB,0,0,0
